./normal/GSM1112836.count	./normal/GSM916094.count	./cancer/CEMT_19.count	./cancer/CEMT_22.count	./cancer/CEMT_47.count
RP11-162A12.2	51	54	12175	11411	12370
RP11-162A12.3	42	63	6464	3185	3669
RP11-162A23.5	0	3	1406	1401	750
RP11-162D16.2	2	6	238	88	0
RP11-162D9.1	0	0	0	0	0
RP11-162D9.3	0	0	0	600	847
RP11-162G10.1	274	339	53084	28597	20237
RP11-162G10.5	6	10	3237	1389	2902
RP11-162I7.1	0	0	0	0	0
RP11-162I7.2	0	1	0	0	0
RP11-162J8.2	0	1	2500	3590	6945
RP11-162J8.3	0	3	360	579	1408
RP11-162K11.4	2	8	263	75	150
RP11-162K6.1	1	1	150	225	150
RP11-162N7.1	0	0	0	0	0
RP11-162O12.1	0	0	0	0	0
RP11-162O12.2	71	189	600	600	0
RP11-162P23.2	0	0	1258937	586572	656598
RP11-163E9.1	2	97	17883	21843	10134
RP11-163E9.2	0	19	238607	200231	205066
RP11-163F15.1	0	2	0	0	0
RP11-163G10.2	19	61	300	675	0
RP11-163G10.4	11	19	164	310	314
RP11-163M18.1	0	0	0	0	0
RP11-163N6.2	6	204	93078	71111	62193
RP11-163O19.1	2	7	897	9	0
RP11-163O19.10	2	8	0	0	0
RP11-163O19.11	4	13	135	130	0
RP11-163O19.3	4	11	400	75	0
RP11-163O19.8	0	0	0	0	0
RP11-164A6.1	0	0	512	0	0
RP11-164C1.2	0	0	0	0	0
RP11-164C12.1	0	0	612	450	150
RP11-164C12.2	0	7	877	324	600
RP11-164D18.2	0	2	0	0	0
RP11-164H13.1	1	0	138	0	0
RP11-164H5.1	29	45	525	687	146
RP11-164J13.1	1	97	767919	579394	598784
RP11-164N20.2	0	0	0	0	0
RP11-164N3.1	0	0	0	0	0
RP11-164N3.2	0	0	0	0	0
RP11-164N3.3	0	0	0	0	0
RP11-164O23.5	0	13	85	68	220
RP11-164O23.7	0	6	100	0	28
RP11-164P12.3	0	13	11547	3086	6118
RP11-164P12.4	0	32	1138	578	493
RP11-165A20.3	27	64	2736	3434	1859
RP11-165D20.1	0	0	150	375	600
RP11-165E7.1	0	54	4450	1411	2579
RP11-165F24.2	0	24	2512	1056	4242
RP11-165F24.3	1	22	6441	7331	9399
RP11-165F24.5	0	2	506	1233	2272
RP11-165H23.1	0	2	836	312	0
RP11-165H4.2	4	7	450	1618	520
RP11-165H4.3	1	1	75	300	150
RP11-165J3.5	0	0	0	207	0
RP11-165J3.6	93	147	15464	10311	3270
RP11-165M1.2	0	5	2295	1535	1148
RP11-165M1.3	0	7	872	525	511
RP11-165N19.2	0	2	1087	618	436
RP11-165P7.1	0	3	1587	492	1981
RP11-166A12.1	0	0	85	98	0
RP11-166B14.1	0	0	0	0	0
RP11-166B2.1	1	70	429971	83809	253682
RP11-166B2.3	9	326	14751	16387	7821
RP11-166B2.5	5	65	2376	4731	2867
RP11-166B2.7	0	8	937	1398	708
RP11-166B2.8	0	46	4922	5894	3494
RP11-166D18.1	0	0	401	0	0
RP11-166D19.1	55	7066	4747055	8528473	5697028
RP11-166J22.1	0	0	75	0	0
RP11-166J5.1	1	0	0	0	0
RP11-166N17.1	1	15	44871	18078	18326
RP11-166N17.3	41	56	2520	3493	1308
RP11-166N6.2	0	0	0	0	0
RP11-166N6.3	0	0	456	206	61
RP11-166O4.1	33	84	67675	76869	23115
RP11-166O4.4	2	11	1100	913	364
RP11-166O4.5	67	227	4964	12099	2458
RP11-166O4.6	80	262	19629	27873	12764
RP11-166P13.3	56	114	19113	40924	36913
RP11-166P13.4	13	26	3492	3499	3884
RP11-167B3.1	0	1	0	0	0
RP11-167H9.1	0	0	0	0	0
RP11-167H9.4	0	2	283	45	237
RP11-167H9.5	0	5	151	0	0
RP11-167H9.6	0	1	300	0	148
RP11-167J8.3	0	12	507	1936	619
RP11-167J8.4	0	4	515	697	0
RP11-167N24.3	0	0	1042	0	194
RP11-167N24.4	0	0	269	36	0
RP11-167N24.5	0	0	319	0	0
RP11-167N24.6	0	0	106	0	0
RP11-167N4.2	0	30	4142	8165	5185
RP11-167N4.4	0	7	1271	1045	391
RP11-167N4.5	0	2	4574	1722	221
RP11-167N5.5	65	116	2203	2776	2056
RP11-167P11.2	4	76	3741	2804	2585
RP11-167P20.1	3	3	300	551	131
RP11-167P22.3	3	8	364	462	414
RP11-167P22.4	4	2	358	355	118
RP11-167P22.5	0	0	0	0	300
RP11-167P23.2	0	0	0	0	0
RP11-167P23.4	0	0	0	0	0
RP11-168A11.1	0	0	0	0	0
RP11-168A11.4	0	92	10155	10909	13718
RP11-168C9.1	0	0	0	0	0
RP11-168E14.1	0	4	1798	830	150
RP11-168E17.1	0	22	561	0	0
RP11-168F9.2	0	0	0	150	0
RP11-168G16.2	1	3	187	0	0
RP11-168J18.6	92	429	19919	15882	33973
RP11-168J19.2	0	0	0	0	0
RP11-168K11.2	1	10	209	0	224
RP11-168K11.3	0	0	300	149	287
RP11-168K9.1	1	1	0	0	0
RP11-168K9.2	0	36	1740	0	0
RP11-168L22.2	8	12	0	0	0
RP11-168L7.1	0	1	79	0	0
RP11-168L7.3	0	3	0	0	0
RP11-168O10.6	0	0	208	84	236
RP11-168O16.1	1	94	50003	35696	87086
RP11-168O16.2	0	3	252	207	0
RP11-168O22.1	12	20	89	0	1144
RP11-168P13.1	15	12	764	375	776
RP11-168P6.2	0	0	0	0	0
RP11-168P8.3	0	0	0	0	0
RP11-168P8.5	1	0	75	0	0
RP11-169D4.1	2	76	13840	8214	7800
RP11-169D4.2	1	58	146967	23080	64652
RP11-169E6.1	0	22	5546	4228	3361
RP11-169E6.3	0	0	0	0	0
RP11-169E6.4	0	11	224	150	226
RP11-169F17.1	5	9	232	14	0
RP11-169I9.2	0	0	75	201	53
RP11-169K16.4	1	0	2004	1399	2028
RP11-169K16.6	6	7	1125	1875	2850
RP11-169K16.7	1165	2256	206920	311740	368943
RP11-169K16.8	774	2731	8890	750	3297
RP11-169K16.9	784	989	190255	95418	143891
RP11-169K17.2	5	15	2066	372	45
RP11-169K17.3	2	6	2364	637	832
RP11-169K17.4	0	8	1731	1007	701
RP11-169K19.1	3	4	540	260	150
RP11-169L17.3	0	0	149	0	0
RP11-169L17.5	6	36	0	0	0
RP11-169N13.4	0	1	279	22	122
RP11-16B13.1	1	8	228	223	652
RP11-16B9.1	0	29	2112	480	450
RP11-16C1.1	8	19	1353	700	761
RP11-16C1.2	78	84	10371	14951	2875
RP11-16C1.3	3	12	1016	2652	450
RP11-16C18.3	9	14	33057	11719	33822
RP11-16D22.2	1	2	0	450	15
RP11-16E12.1	5	268	31667	22129	24538
RP11-16E12.2	1	119	28201	13808	13617
RP11-16E18.1	26	52	600	0	0
RP11-16E18.3	0	55	11035	3448	10107
RP11-16E23.3	1	19	2266	3619	1056
RP11-16E23.4	4	179	26676	19224	15193
RP11-16F15.1	213	1571	226369	261958	710019
RP11-16F15.2	48	97	211273	531021	766861
RP11-16F15.4	0	0	0	100	0
RP11-16K12.1	1	43	23255	6080	6823
RP11-16L14.2	0	0	375	150	492
RP11-16L21.7	7	17	211	1067	0
RP11-16L9.1	0	3	150	43	0
RP11-16L9.2	0	25	414	213	402
RP11-16L9.3	0	12	0	0	0
RP11-16L9.4	0	5	115	85	55
RP11-16N11.2	0	117	101436	53200	59085
RP11-16N2.1	0	2	393	325	4
RP11-16O13.1	0	0	0	0	0
RP11-16O9.2	0	5	94	874	253
RP11-16P20.2	0	15	917	1047	138
RP11-16P20.3	0	28	37919	28301	28231
RP11-16P6.1	51	180	122409	130808	146006
RP11-170J3.2	18	87	2378	3456	852
RP11-170L3.2	0	0	0	0	0
RP11-170L3.4	0	13	822	300	636
RP11-170L3.5	0	0	0	0	0
RP11-170L3.6	0	0	0	0	0
RP11-170L3.7	0	5	0	0	0
RP11-170L9.1	0	0	0	0	0
RP11-170M17.1	2	5	1114	1177	1060
RP11-170M17.2	118	308	195486	190453	226366
RP11-170N11.1	0	74	9592	0	0
RP11-170N16.1	0	0	0	0	0
RP11-170N16.2	0	41	719	84	491
RP11-170N16.3	3	100	20997	10309	7217
RP11-171A24.2	0	5	0	0	0
RP11-171A24.3	0	5	3368	1773	514
RP11-171G2.1	3	9	2099	1338	745
RP11-171I2.1	9	36	16744	5250	1619
RP11-171I2.2	0	10	8441	2905	827
RP11-171I2.3	5	8	2829	659	370
RP11-171I2.4	0	0	7034	2119	375
RP11-171I2.5	1	1	1531	271	300
RP11-171L9.1	0	1	0	0	0
RP11-171N4.1	0	0	75	0	0
RP11-171N4.2	0	1	0	0	0
RP11-171N4.3	0	0	0	0	0
RP11-171N4.4	0	0	0	0	0
RP11-172C16.4	6	40	791	600	277
RP11-172C16.5	0	0	75	0	164
RP11-172E10.1	0	2	2441	1228	3455
RP11-172E9.2	0	6	575	0	74
RP11-172F10.1	0	0	0	0	0
RP11-172F4.2	327	636	36986	52691	57373
RP11-173A16.1	55	58	4548	1670	2060
RP11-173A16.2	5	17	2175	3130	3191
RP11-173A6.2	22	259	2700	2028	1032
RP11-173A8.2	0	5	1608	910	2322
RP11-173B14.4	35	49	2897	2596	2393
RP11-173B14.5	0	1	14051	15867	23924
RP11-173D14.3	0	4	1050	1737	525
RP11-173D3.1	0	0	4416	3128	4151
RP11-173D3.2	0	0	750	1502	1425
RP11-173D3.3	0	0	0	0	0
RP11-173D9.1	0	2	84	0	0
RP11-173D9.5	1	15	1198	1423	888
RP11-173E2.1	15	187	8601	13565	48667
RP11-173E2.2	0	0	413	0	0
RP11-173G21.1	1	16	1112	525	1546
RP11-173L6.1	0	0	0	0	0
RP11-173M1.3	0	0	0	0	0
RP11-173M1.4	1	27	2699	3874	5568
RP11-173M1.5	0	38	21636	11141	17881
RP11-173M1.8	3	148	11087	10806	21689
RP11-173M11.2	0	41	30219	6789	13756
RP11-173P15.3	0	0	370016	142473	613905
RP11-173P15.5	0	0	134659	55926	169043
RP11-173P15.7	0	5	874	1027	1013
RP11-174B4.2	0	3	325	0	0
RP11-174C7.1	0	0	0	0	0
RP11-174C7.2	3	4	424	0	0
RP11-174C7.3	0	0	150	0	0
RP11-174E22.2	0	0	0	0	0
RP11-174F8.1	0	28	697	150	434
RP11-174G17	2	1	527	386	338
RP11-174G17.2	2	3	503	0	0
RP11-174G6.1	0	22	542	127	34
RP11-174G6.5	4	274	10367	3075	1425
RP11-174I12.2	0	0	75	88	0
RP11-174J11.1	2	4	19651	25840	26715
RP11-174M13.1	16	51	616	337	225
RP11-174M13.2	6	9	137	0	172
RP11-174O3.1	3	1632	1275	880	872
RP11-174O3.3	0	0	0	218	0
RP11-174O3.4	0	0	132	0	0
RP11-175B12.2	3	1	300	300	0
RP11-175B9.2	139	2267	3538	1335	2007
RP11-175B9.3	15	58	692005	1987127	1050808
RP11-175D17.3	1	1	900	377	416
RP11-175E9.1	0	0	0	0	0
RP11-175E9.2	0	0	0	0	0
RP11-175G14.2	0	3	0	0	62
RP11-175I17.2	4	7	47869	29192	57463
RP11-175I17.6	0	0	0	0	0
RP11-175I6.5	0	0	150	0	300
RP11-175K6.1	17	9	6616	28475	27029
RP11-175M2.1	1	4	0	0	0
RP11-175O19.4	168	494	173401	56064	216977
RP11-175P13.2	0	10	325	386	420
RP11-175P13.3	2	9	1821	1128	2478
RP11-175P19.2	0	9	8787	8853	8457
RP11-176D17.3	0	1	1928	640	4165
RP11-176F3.7	5	123	931	2720	694
RP11-176H8.1	21	53	394758	244759	1001614
RP11-176N18.2	2	1	461	577	615
RP11-177A2.5	0	2	258	797	630
RP11-177B4.1	1	16	3353	1449	1910
RP11-177B4.2	0	11	1425	1509	360
RP11-177C12.1	0	14	6684	2635	4953
RP11-177C12.4	2	3	534	0	225
RP11-177F11.1	3	96	1142	1476	1223
RP11-177F15.1	2	1	75	0	0
RP11-177G23.2	42	70	5212	4187	3436
RP11-177H13.2	1	35	23713	9532	22343
RP11-177H2.2	0	4	1557	3886	2055
RP11-177J6.1	0	78	4994	1392	987
RP11-177N22.2	0	0	405	806	621
RP11-177N22.3	0	8	170	380	106
RP11-178C3.1	0	0	26133	21896	36879
RP11-178C3.2	3	6	15677	14022	12951
RP11-178C3.6	62	95	1738	4750	827
RP11-178D12.2	7	49	5755	5287	10226
RP11-178F10.1	5	3	306	1006	0
RP11-178F10.2	1	0	150	0	0
RP11-178F10.3	19	142	1819	0	0
RP11-178F10.4	0	1	0	0	0
RP11-178G16.4	87	298	62505	45785	124738
RP11-178G16.5	16	89	48666	37761	80370
RP11-178H8.3	3	19	0	0	0
RP11-178L8.1	0	2	758	123	0
RP11-178L8.3	3	25	537	1350	953
RP11-178L8.4	0	0	96251	65799	145310
RP11-178L8.5	0	23	4597	1370	985
RP11-178L8.7	3	97	2649	4893	3482
RP11-178L8.8	0	0	34443	30293	41731
RP11-178L8.9	0	23	2077	990	2245
RP11-179A10.1	0	5	2705	4880	1669
RP11-179A10.2	9	8	1279	630	0
RP11-179A10.3	0	0	149	94	105
RP11-179A16.1	0	34	16660	24272	21946
RP11-179A16.2	0	0	1151	652	871
RP11-179A18.1	3	6	75	300	511
RP11-179A7.2	11	5	137	75	1066
RP11-179B15.5	2	2	510	281	150
RP11-179B15.6	0	0	0	150	0
RP11-179B2.2	9	63	22616	19402	28491
RP11-179D22.1	0	12	420	233	0
RP11-179G5.1	6	114	27169	32973	28617
RP11-179G8.1	0	0	0	0	0
RP11-179H18.5	24	67	685	1605	0
RP11-179H18.8	0	0	0	0	0
RP11-179K3.2	2	15	150	0	0
RP11-17A1.3	5	6	5855	1342	1007
RP11-17A19.2	0	0	1834	1577	1645
RP11-17A4.1	66	709	300	1050	3255
RP11-17A4.2	0	0	12298	374	0
RP11-17A4.3	0	0	0	0	0
RP11-17A4.4	0	0	0	0	0
RP11-17E13.2	2	64	1574	3946	3281
RP11-17E2.2	1	12	3061	1623	499
RP11-17G11.1	4	2	266	205	39
RP11-17G12.2	21	52	844	1046	996
RP11-17G12.3	4	20	9990	6746	8701
RP11-17J14.2	2	3	74888	44800	7151
RP11-17L5.4	1	10	5292	850	854
RP11-17M15.1	0	0	0	0	0
RP11-17M15.2	0	0	0	0	74
RP11-17M15.4	0	0	0	0	0
RP11-17M16.1	6	24	3811	2325	2550
RP11-17M16.2	13	42	3003	3452	12678
RP11-17M24.1	5	24	842	150	0
RP11-17M24.2	85	208	466	0	0
RP11-17P16.2	0	2	1095	261	923
RP11-180C1.1	1	1	0	0	0
RP11-180C16.1	0	16	1147760	1209920	2108740
RP11-180D15.1	0	0	0	0	0
RP11-180D21.3	0	0	0	0	0
RP11-180I22.2	0	3	2625	949	537
RP11-180I4.1	3	226	0	0	0
RP11-180I4.2	0	2	0	0	300
RP11-180K7.1	0	4	0	0	0
RP11-180M15.3	0	4	510	669	260
RP11-180M15.4	0	1	65	218	51
RP11-180M15.5	1	39	3074	587	465
RP11-180N14.1	29	99	26561	20933	95768
RP11-180O5.2	0	9	1508	1603	1758
RP11-180P8.1	1	5	7301	2376	11224
RP11-180P8.2	3	3	3101	363	740
RP11-180P8.3	57	106	5123	1997	3035
RP11-180P8.4	0	2	571	476	215
RP11-180P8.5	29	31	803	925	300
RP11-181B11.1	2	120	4441	2308	2008
RP11-181B11.2	0	18	3150	1085	888
RP11-181B18.1	1	27	3687	10319	1992
RP11-181C21.4	2	197	316818	281895	553407
RP11-181C3.1	0	25	11485	27846	10959
RP11-181D18.4	0	4	1902	1029	653
RP11-181E10.3	84	209	900	525	5800
RP11-181F12.1	0	0	0	0	0
RP11-181G12.2	535	825	110280	33383	74318
RP11-181G12.4	15	33	241	706	12
RP11-181G12.5	0	0	732	454	450
RP11-181K12.2	0	6	1695	604	437
RP11-181K3.4	0	4	684	947	216
RP11-182B22.2	1	50	1969	1586	900
RP11-182E14.1	0	0	0	0	0
RP11-182I10.1	0	0	57	128	202
RP11-182I10.2	0	0	230	377	535
RP11-182I10.3	6	412	27402	24900	8230
RP11-182J1.1	0	1	38438	17304	31030
RP11-182J1.10	0	0	249	531	800
RP11-182J1.11	0	0	64	42	17
RP11-182J1.12	0	4	2904	2736	3532
RP11-182J1.13	0	0	3247	667	1513
RP11-182J1.14	5	385	64949	21129	43667
RP11-182J1.5	0	50	3944	4762	2464
RP11-182J23.1	11	39	9276	3991	2823
RP11-182L21.5	10	16	6177	4227	3042
RP11-182L21.6	32	75	130667	54422	189765
RP11-182L7.1	0	0	0	53	0
RP11-182N22.7	12	72	900	675	675
RP11-182N22.8	0	3	463	105	342
RP11-183C12.1	118	372	2745	935	2473
RP11-183E24.1	0	1	0	0	0
RP11-183E24.2	0	0	0	0	0
RP11-183E9.2	2	15	282	0	534
RP11-183G22.1	1	9	0	0	300
RP11-183I6.2	0	2	146	39	0
RP11-183K14.1	0	1	0	0	0
RP11-183M13.1	0	4	1232	0	0
RP11-184A2.2	1	10	265	0	0
RP11-184A2.3	10	67	506	0	0
RP11-184B22.2	26	47	636	1325	377
RP11-184C23.1	0	0	0	0	0
RP11-184C23.4	0	0	0	0	0
RP11-184D12.1	1	8	0	51	0
RP11-184E9.1	0	1	75	0	0
RP11-184E9.2	0	0	0	0	0
RP11-184I16.3	21	60	1710	691	803
RP11-184I16.4	21	24	254	458	237
RP11-184J23.2	0	0	150	232	150
RP11-184M15.1	0	2	300	300	300
RP11-184M15.2	0	2	0	150	0
RP11-185B14.1	0	2	636	150	367
RP11-185E12.2	0	14	1148	1436	853
RP11-185E8.1	1	2	771	652	332
RP11-185H22.1	0	0	0	0	0
RP11-185J20.2	0	1	152	232	126
RP11-185N2.1	21	313	0	0	150
RP11-185O21.1	0	38	392	150	0
RP11-185P18.2	0	0	0	0	225
RP11-186F10.2	0	0	15026	3554	8638
RP11-186G6.5	0	0	0	0	0
RP11-186N15.3	99	171	110273	93769	217648
RP11-186O14.7	0	0	0	0	0
RP11-187A9.3	11	18	2604	1310	6763
RP11-187C18.2	3	9	7020	4082	7043
RP11-187C18.3	0	1	10251	10840	23366
RP11-187C18.4	2	3	7901	6019	12125
RP11-187C18.5	0	0	0	0	0
RP11-187E13.1	0	3	302	0	43
RP11-187E13.2	0	0	262	112	396
RP11-187O7.1	1	23	9287	17717	26280
RP11-187O7.3	1	18	6845	1889	2321
RP11-188C12.2	4	22	8075	3315	1628
RP11-188C12.3	170	174	4349	3797	814
RP11-188D8.1	0	26	5942	3355	3926
RP11-188I24.1	1	0	0	0	0
RP11-188P17.2	0	25	650	500	45
RP11-188P20.3	12	64	69865	18853	63612
RP11-189B4.6	0	0	1455	0	653
RP11-189E14.3	0	0	0	0	81
RP11-189E14.4	0	0	0	0	287
RP11-189E14.5	0	0	16	0	71
RP11-189G24.2	0	0	0	0	0
RP11-18A15.1	0	0	0	1	46
RP11-18B16.1	0	2	0	0	0
RP11-18B16.2	0	0	300	0	300
RP11-18B3.2	19	11	1784	1200	1991
RP11-18B3.3	25	75	2110	2928	760
RP11-18D7.2	0	0	2922	24	0
RP11-18D7.3	0	0	0	0	0
RP11-18F14.1	0	2	370	968	0
RP11-18F14.4	0	22	300	300	219
RP11-18H21.1	0	3	874	298	1500
RP11-18H21.2	0	1	65	0	0
RP11-18H21.3	0	0	583	0	0
RP11-18H7.1	5	319	53807	29280	31909
RP11-18I14.10	394	1320	518481	492511	439663
RP11-18I14.11	0	0	69843	36345	68683
RP11-18J9.3	0	103	12304	2257	3613
RP11-18M17.1	0	1	75	225	225
RP11-18O11.1	0	0	0	0	0
RP11-18O11.2	0	0	0	0	0
RP11-18O15.1	0	0	0	0	0
RP11-190A12.7	1	1	668	3403	1044
RP11-190A12.8	2	649	2315	29702	6737
RP11-190C22.1	0	2	562	0	174
RP11-190C22.8	1	40	853	3453	1477
RP11-190C22.9	0	0	264	130	577
RP11-190D6.2	0	13	707	1034	150
RP11-190G13.4	0	0	0	0	0
RP11-190I17.2	1	1	0	0	0
RP11-190I17.4	0	0	0	0	0
RP11-190J1.3	0	0	46	176	0
RP11-190J23.1	0	0	0	0	81
RP11-190P13.1	11	45	118	0	375
RP11-190P13.2	1	2	1385	1003	935
RP11-191A15.1	0	0	0	0	75
RP11-191A15.2	0	0	0	0	0
RP11-191A15.4	0	1	0	0	0
RP11-191G24.1	0	14	52	406	0
RP11-191L17.1	2	59	8381	7240	6894
RP11-191L9.4	7	17	4369	0	0
RP11-191L9.5	0	0	0	0	0
RP11-191N8.2	0	2	34	52	0
RP11-192B18.1	0	0	0	0	0
RP11-192C21.1	7	39	78	102	250
RP11-192C21.2	0	0	0	0	0
RP11-192C21.3	6	8	0	0	0
RP11-192H23.4	145	756	429397	344267	413893
RP11-192H23.5	0	1	2647072	1521286	320928
RP11-192H23.6	0	0	30033	48215	48882
RP11-192H23.7	0	7	463640	136392	560939
RP11-192H23.8	4	553	12654	12905	14124
RP11-192H6.2	0	0	0	0	0
RP11-192M23.1	4	33	4183	808	1576
RP11-192N10.2	0	0	8830	7224	18435
RP11-192P3.4	185	244	29429	12561	5116
RP11-192P3.5	52	57	85050	39630	30074
RP11-192P9.1	0	0	0	150	0
RP11-193F5.1	0	0	30690	34221	55983
RP11-193F5.4	0	0	37116	22589	60650
RP11-193H22.2	21	45	1249	3306	1041
RP11-193H5.1	0	0	0	0	450
RP11-193H5.2	0	0	0	0	450
RP11-193H5.5	0	0	0	0	0
RP11-193I22.2	1	2	1274	1242	679
RP11-193M21.1	0	109	300	0	150
RP11-193P11.3	0	1	0	0	0
RP11-194G10.3	0	0	0	0	0
RP11-194N12.2	277	326	6738	10281	8858
RP11-195B17.1	4	171	14141	14364	15603
RP11-195B21.3	2	27	8796	5383	21686
RP11-195B3.1	0	5	184	75	0
RP11-195C7.1	1	29	8710	5826	6270
RP11-195C7.2	0	0	500	75	0
RP11-195C7.3	1	32	1933	1071	317
RP11-195E2.1	1	23	975	5357	544
RP11-195E2.4	2	70	8645	27697	14891
RP11-195F19.30	0	12	27658	42363	16045
RP11-195F19.5	1	43	102230	32730	9044
RP11-195F19.9	1	82	5883	559	1021
RP11-195M16.1	0	0	0	0	0
RP11-195M16.3	0	0	150	0	0
RP11-196D18.1	0	0	0	0	0
RP11-196D18.2	0	0	0	0	0
RP11-196D18.4	3	2	0	0	0
RP11-196D18.5	0	0	0	0	0
RP11-196E1.3	0	166	6416	1452	2585
RP11-196G11.1	0	0	320468	236395	910797
RP11-196G11.2	10	534	4014	16446	1275
RP11-196G11.4	0	27	16378	14537	12617
RP11-196G18.1	5	18	0	53	75
RP11-196G18.21	0	0	1568	1078	7386
RP11-196G18.22	9	1063	213830	297122	806528
RP11-196G18.23	1	0	36084	39065	32065
RP11-196G18.24	0	0	43810	90241	183304
RP11-196G18.3	0	17	12792	14248	29740
RP11-196H14.2	0	4	18780	13584	22345
RP11-196H14.3	0	3	93671	55913	101875
RP11-196H14.4	0	0	17300	5542	14229
RP11-196I18.2	0	0	0	0	0
RP11-196I18.3	102	154	18059	35368	40042
RP11-196I18.4	0	0	6981	14257	16000
RP11-196O16.1	62	213	37514	34762	48787
RP11-196O2.1	0	0	300	0	0
RP11-196P2.1	0	0	0	0	0
RP11-197B12.1	1	16	0	0	0
RP11-197K3.1	1	5	1348	1749	572
RP11-197K6.1	0	99	7877	0	298
RP11-197M22.2	13	14	3230	2800	4432
RP11-197N18.2	0	4	1243746	881318	1022680
RP11-197N18.7	31	61	10799	9815	5137
RP11-197O8.1	0	0	0	0	0
RP11-197P3.1	0	0	0	0	0
RP11-197P3.4	2	22	1151	962	819
RP11-197P3.5	0	50	5245	7764	9616
RP11-198M11.2	0	0	74	0	74
RP11-198M15.1	93	495	5101	4950	4865
RP11-199F11.2	1	88	19889	31256	26684
RP11-199F6.4	0	0	0	0	0
RP11-19C24.1	0	0	0	0	0
RP11-19D2.1	0	2	0	0	0
RP11-19D2.2	0	0	150	0	0
RP11-19E11.1	0	1	3226	2852	10163
RP11-19F9.1	2	0	150	0	150
RP11-19G24.1	25	54	3816	3272	2758
RP11-19G24.2	1	2	3606	1139	2335
RP11-19H6.1	0	0	0	0	0
RP11-19J3.5	0	1	1021	206	434
RP11-19J5.1	0	2	525	0	0
RP11-19J5.2	0	1	310	61	340
RP11-19N8.2	0	0	75	75	0
RP11-19N8.3	0	0	0	230	0
RP11-19N8.4	0	0	150	687	205
RP11-19N8.6	0	0	0	0	0
RP11-19N8.7	0	0	0	0	0
RP11-19O2.1	0	3	862	0	754
RP11-19O2.2	0	10	7504	2657	5519
RP11-19P22.10	0	0	0	0	0
RP11-19P22.2	0	0	0	0	0
RP11-19P22.3	0	0	0	0	0
RP11-19P22.5	0	0	0	0	0
RP11-19P22.6	0	0	0	0	0
RP11-19P22.7	0	0	0	0	0
RP11-19P22.8	0	0	125173	65785	99294
RP11-1B20.1	0	12	804	191	1202
RP11-1C1.4	0	1	299	0	75
RP11-1C1.5	0	4	0	0	150
RP11-1C1.6	0	3	0	0	0
RP11-1C1.7	2	30	152	0	0
RP11-1C8.4	1	36	50414	54997	77643
RP11-1C8.5	0	104	22333	14208	6390
RP11-1C8.6	0	31	6974	9207	9219
RP11-1C8.7	0	100	20018	31955	35784
RP11-1D12.1	0	9	372	245	0
RP11-1D12.2	0	1	172	109	0
RP11-1E1.2	2	23	1056	74	375
RP11-1E11.1	50	124	10575	3311	6450
RP11-1E11.2	0	6	148	150	0
RP11-1E22.1	0	0	219	0	0
RP11-1E3.1	0	1	3104	2384	2024
RP11-1E4.1	10	209	6217	10298	4575
RP11-1E6.1	0	0	0	0	0
RP11-1G11.2	5	84	6661	9892	2195
RP11-1H15.1	0	0	9005	14567	11221
RP11-1H15.2	0	6	2107	2875	2956
RP11-1H8.1	0	0	789	300	75
RP11-1H8.3	89	525	6000	1292	3286
RP11-1H8.4	0	1	397	728	553
RP11-1J11.1	0	2	1728	958	0
RP11-1J7.1	0	0	0	0	0
RP11-1K3.1	0	2	771	150	150
RP11-1L12.3	7	28	995	1236	127
RP11-1L9.1	2	16	308	82	0
RP11-1M18.1	0	3	1047	521	1454
RP11-1O10.1	0	0	19	0	0
RP11-1O2.1	0	0	150	0	0
RP11-1O7.1	0	2	0	0	0
RP11-200A1.1	0	3	1233	155	752
RP11-200A13.1	0	0	150	33	253
RP11-200A13.2	0	2	18	150	150
RP11-200A13.3	0	3	125	217	308
RP11-201A3.1	0	0	0	0	0
RP11-201E8.1	0	0	0	0	150
RP11-201K10.3	0	0	401730	383895	557620
RP11-201M22.1	0	1	0	0	0
RP11-201O14.1	12	17	1587	3452	1791
RP11-201O14.2	10	13	905	1251	273
RP11-202A13.1	0	0	0	0	0
RP11-202D1.2	0	1	0	0	74
RP11-202D1.3	0	0	0	0	0
RP11-202D18.2	3	19	225	0	135
RP11-202G11.2	0	6	0	0	0
RP11-202G18.1	7	4	141	0	0
RP11-202H2.1	0	0	372	0	8806
RP11-202I11.2	0	0	322	175	167
RP11-202K23.1	0	0	0	0	0
RP11-203B7.1	0	0	0	0	0
RP11-203B7.2	0	0	0	0	150
RP11-203B9.4	297	364	149709	172723	162426
RP11-203E8.1	0	14	0	0	10
RP11-203F10.1	0	0	150	0	75
RP11-203F10.5	0	9	443	266	231
RP11-203F10.6	14	193	81091	296876	188139
RP11-203F8.1	0	5	475	746	1464
RP11-203H2.1	0	0	71	0	120
RP11-203H2.2	0	0	300	0	375
RP11-203I2.1	0	1	5912	3331	8190
RP11-203J24.8	506	427	146097	98918	104478
RP11-203J24.9	13	49	902663	334335	654504
RP11-203L2.3	0	9	5140	766	1754
RP11-203L2.4	0	0	1326	580	109
RP11-203M5.2	1	5	8930	4447	11637
RP11-203M5.6	0	1	233	0	0
RP11-203M5.7	39	121	14516	18160	23145
RP11-203M5.8	0	0	29291	31513	77731
RP11-203P2.2	4	11	0	10	0
RP11-203P23.2	0	2	2903	2154	4151
RP11-204C16.4	19	48	194406	109646	139268
